id	country	Dbpedia_URI	eurostat_URI	factbook_URI	Gadm_URI	wikiData_URI	ghodata_URI	geonames_URI	cyc_URI	openei_URI	linkedgeodata_URI	YAGO_URI	aims_URI	ontologyportal_URI	number_deaths_due_HIV	label
99	Tajikistan	http://dbpedia.org/resource/Tajikistan	http://eurostat.linked-statistics.org/dic/c_ctrl#TJ	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Tajikistan	http://gadm.geovocab.org/id/0_219	http://wikidata.org/entity/Q863	http://ghodata/r6-c173	http://sws.geonames.org/1220409/	http://sw.cyc.com/concept/Mx4rvYz5eZwpEbGdrcN5Y29ycA	http://openei.org/resources/Tajikistan	http://linkedgeodata.org/triplify/node424314276	http://yago-knowledge.org/resource/Tajikistan	http://aims.fao.org/aos/geopolitical.owl#Tajikistan	?	1000	low
100	Thailand	http://dbpedia.org/resource/Thailand	http://eurostat.linked-statistics.org/dic/c_ctrl#TH	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Thailand	http://gadm.geovocab.org/id/0_218	http://wikidata.org/entity/Q869	http://ghodata/r6-c174	http://sws.geonames.org/1605651/	http://sw.cyc.com/concept/Mx4rvViUD5wpEbGdrcN5Y29ycA	http://openei.org/resources/Thailand	http://linkedgeodata.org/triplify/node437146363	http://yago-knowledge.org/resource/Thailand	http://aims.fao.org/aos/geopolitical.owl#Thailand	http://www.ontologyportal.org/SUMO.owl#Thailand	18000	high
101	The former Yugoslav republic of Macedonia	http://dbpedia.org/resource/The_Former_Yugoslav_Republic_of_Macedonia	?	?	?	?	?	?	?	?	?	?	?	?	100	low
102	Togo	http://dbpedia.org/resource/Togo	http://eurostat.linked-statistics.org/dic/c_ctrl#TG	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Togo	http://gadm.geovocab.org/id/0_217	http://wikidata.org/entity/Q945	http://ghodata/r6-c177	http://sws.geonames.org/2363686/	http://sw.cyc.com/concept/Mx4rvViLG5wpEbGdrcN5Y29ycA	http://openei.org/resources/Togo	http://linkedgeodata.org/triplify/node424311827	http://yago-knowledge.org/resource/Togo	http://aims.fao.org/aos/geopolitical.owl#Togo	?	6600	high
103	Trinidad and Tobago	http://dbpedia.org/resource/Trinidad_and_Tobago	http://eurostat.linked-statistics.org/dic/c_ctrl#TT	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Trinidad_and_Tobago	http://gadm.geovocab.org/id/0_224	http://wikidata.org/entity/Q754	http://ghodata/r6-c179	http://sws.geonames.org/3573591/	?	http://openei.org/resources/Trinidad_-26_Tobago	http://linkedgeodata.org/triplify/node249399444	?	http://aims.fao.org/aos/geopolitical.owl#Trinidad_and_Tobago	?	1000	low
104	Tunisia	http://dbpedia.org/resource/Tunisia	http://eurostat.linked-statistics.org/dic/c_ctrl#TN	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Tunisia	http://gadm.geovocab.org/id/0_225	http://wikidata.org/entity/Q948	http://ghodata/r6-c180	http://sws.geonames.org/2464461/	http://sw.cyc.com/concept/Mx4rwG135ZwpEbGdrcN5Y29ycA	http://openei.org/resources/Tunisia	http://linkedgeodata.org/triplify/node424317315	http://yago-knowledge.org/resource/Tunisia	http://aims.fao.org/aos/geopolitical.owl#Tunisia	http://www.ontologyportal.org/SUMO.owl#Tunisia	200	low
105	Uganda	http://dbpedia.org/resource/Uganda	http://eurostat.linked-statistics.org/dic/c_ctrl#UG	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Uganda	http://gadm.geovocab.org/id/0_230	http://wikidata.org/entity/Q1036	?	http://sws.geonames.org/226074/	http://sw.cyc.com/concept/Mx4rvViLXpwpEbGdrcN5Y29ycA	http://openei.org/resources/Uganda	http://linkedgeodata.org/triplify/node424317406	http://yago-knowledge.org/resource/Uganda	http://aims.fao.org/aos/geopolitical.owl#Uganda	?	63000	high
106	Ukraine	http://dbpedia.org/resource/Ukraine	http://eurostat.linked-statistics.org/dic/c_ctrl#UA	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Ukraine	http://gadm.geovocab.org/id/0_231	http://wikidata.org/entity/Q212	http://ghodata/r6-c185	http://sws.geonames.org/690791/	http://sw.cyc.com/concept/Mx4rvqORQJwpEbGdrcN5Y29ycA	http://openei.org/resources/Ukraine	http://linkedgeodata.org/triplify/node432425112	http://yago-knowledge.org/resource/Ukraine	http://aims.fao.org/aos/geopolitical.owl#Ukraine	http://www.ontologyportal.org/SUMO.owl#Ukraine	13000	high
107	United Kingdom of Great Britain and Northern Ireland	http://dbpedia.org/resource/United_Kingdom_of_Great_Britain_and_Northern_Ireland	?	?	?	?	?	?	?	?	?	?	?	?	1000	low
108	United Republic of Tanzania	http://dbpedia.org/resource/United_Republic_of_Tanzania	?	?	?	?	?	?	?	?	?	?	?	?	78000	high
109	Uruguay	http://dbpedia.org/resource/Uruguay	http://eurostat.linked-statistics.org/dic/c_ctrl#UY	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Uruguay	http://gadm.geovocab.org/id/0_233	http://wikidata.org/entity/Q77	http://ghodata/r6-c190	http://sws.geonames.org/3439705/	http://sw.cyc.com/concept/Mx4rvViNlZwpEbGdrcN5Y29ycA	http://openei.org/resources/Uruguay	http://linkedgeodata.org/triplify/node432425116	http://yago-knowledge.org/resource/Uruguay	http://aims.fao.org/aos/geopolitical.owl#Uruguay	http://www.ontologyportal.org/SUMO.owl#Uruguay	500	low
110	Uzbekistan	http://dbpedia.org/resource/Uzbekistan	http://eurostat.linked-statistics.org/dic/c_ctrl#UZ	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Uzbekistan	http://gadm.geovocab.org/id/0_235	http://wikidata.org/entity/Q265	http://ghodata/r6-c191	http://sws.geonames.org/1512440/	http://sw.cyc.com/concept/Mx4rvdiyI5wpEbGdrcN5Y29ycA	http://openei.org/resources/Uzbekistan	http://linkedgeodata.org/triplify/node424317428	http://yago-knowledge.org/resource/Uzbekistan	http://aims.fao.org/aos/geopolitical.owl#Uzbekistan	http://www.ontologyportal.org/SUMO.owl#Uzbekistan	2700	high
111	Viet Nam	http://dbpedia.org/resource/Viet_Nam	?	?	?	?	?	?	?	?	?	?	?	?	12000	high
112	Yemen	http://dbpedia.org/resource/Yemen	http://eurostat.linked-statistics.org/dic/c_ctrl#YE	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Yemen	http://gadm.geovocab.org/id/0_245	http://wikidata.org/entity/Q805	http://ghodata/r6-c195	http://sws.geonames.org/69543/	http://sw.cyc.com/concept/Mx4rwPbFVJwpEbGdrcN5Y29ycA	http://openei.org/resources/Yemen	http://linkedgeodata.org/triplify/node249399459	http://yago-knowledge.org/resource/Yemen	http://aims.fao.org/aos/geopolitical.owl#Yemen	http://www.ontologyportal.org/SUMO.owl#Yemen	500	low
113	Zambia	http://dbpedia.org/resource/Zambia	http://eurostat.linked-statistics.org/dic/c_ctrl#ZM	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Zambia	http://gadm.geovocab.org/id/0_247	http://wikidata.org/entity/Q953	http://ghodata/r6-c196	http://sws.geonames.org/895949/	http://sw.cyc.com/concept/Mx4rwQCL-JwpEbGdrcN5Y29ycA	http://openei.org/resources/Zambia	http://linkedgeodata.org/triplify/node432425123	http://yago-knowledge.org/resource/Zambia	http://aims.fao.org/aos/geopolitical.owl#Zambia	?	27000	high
114	Zimbabwe	http://dbpedia.org/resource/Zimbabwe	http://eurostat.linked-statistics.org/dic/c_ctrl#ZW	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Zimbabwe	http://gadm.geovocab.org/id/0_248	http://wikidata.org/entity/Q954	http://ghodata/r6-c197	http://sws.geonames.org/878675/	http://sw.cyc.com/concept/Mx4rwQCK7ZwpEbGdrcN5Y29ycA	http://openei.org/resources/Zimbabwe	?	http://yago-knowledge.org/resource/Zimbabwe	http://aims.fao.org/aos/geopolitical.owl#Zimbabwe	http://www.ontologyportal.org/SUMO.owl#Zimbabwe	64000	high
